Status,Year,Month,Day,Name,AltName1,AltName2,AltName3,VictimsRace,VictimsSex,VictimsAge,LynchCounty,LynchState,FIPSLynch,MobCounty,MobState,FIPSMob,CompositionofMob,MethodofDeath,Accusation,Source,ProblemFlag,lynchdate,placehold,vicnum,strvicnum,uniqueid
Lynching,1877,7,17,Simon Jenkins,,,,Black,Male,,Amite,MS,28005,Amite,MS,28005,Disguised,Shot,Unreported,"New Orleans (LA) Times-Picayune 7/24/1877, p. 2 (GenealogyBank.com)
Memphis (TN) Daily Appeal 7/31/1877, p. 2 (ChroniclingAmerica.loc.gov)",,18770717,MS18770717,1,01,MS1877071701
Lynching,1877,8,10,Ira W. Robbins,Commodore D. Latinneer,� Lattineer,� Latenear [indistinct],White,Male,,Simpson,MS,28127,Simpson,MS,28127,,Hanged,Murder of two white men,"New Orleans (LA) Times-Picayune 8/15/1877, p. 7 (GenealogyBank.com)
Little Rock (AR) Gazette 8/28/1877, p. 4 (GenealogyBank.com)
Monroe (LA) Ouachita Telegraph 8/31/1877, p. 2 (ChroniclingAmerica.loc.gov)",,18770810,MS18770810,1,01,MS1877081001
Lynching,1878,4,0,Unnamed Negro, ,,,Black,Male,18,Clarke,MS,28023,Clarke,MS,28023,Masked,Hanged,Rape of a 5 year-old white girl,"Rayville (LA) Richland Beacon 4/13/1878, p. 3 (ChroniclingAmerica.loc.gov)",,18780400,MS18780400,1,01,MS1878040001
Lynching,1878,11,4,Maria Smith,Mrs. Floyd Smith,Mariah Smith,Marsa Starth ,Black,Female,,DeSoto,MS,28033,DeSoto,MS,28033,Masked,Hanged,Murder of a 1-6 year-old white girl,"Cincinnati (OH) Daily Gazette 11/12/1878, p. 1 (GenealogyBank.com)
New Haven (CN) Register 11/13/1878, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 11/13/1878, p. 8 (GenealogyBank.com)
Decatur (IL) Review 11/14/1878, p. 1 (Ancestry.com)
Hornellsville (NY) Tribune 11/15/1878, p. 2 (NewspaperArchive.com)",,18781104,MS18781104,1,01,MS1878110401
Lynching,1878,11,4,Floyd Smith,Floyd Starth ,,,Black,Male,,DeSoto,MS,28033,DeSoto,MS,28033,Masked,Hanged,Murder of a 1-6 year-old white girl,"Cincinnati (OH) Daily Gazette 11/12/1878, p. 1 (GenealogyBank.com)
New Haven (CN) Register 11/13/1878, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 11/13/1878, p. 8 (GenealogyBank.com)
Decatur (IL) Review 11/14/1878, p. 1 (Ancestry.com)
Hornellsville (NY) Tribune 11/15/1878, p. 2 (NewspaperArchive.com)",,18781104,MS18781104,2,02,MS1878110402
Lynching,1879,1,28,John Nelson,,,,Black,Male,,Copiah,MS,28029,Copiah,MS,28029,,Hanged,Rape and robbery of a white woman,"New Orleans (LA) Times-Picayune 1/29/1879, p. 8 (GenealogyBank.com)
Augusta (GA) Chronicle 2/1/1879, p. 1 (GenealogyBank.com)",,18790128,MS18790128,1,01,MS1879012801
Probable lynching,1879,3,0,William Gilmer,Bill Gilmer,,,Black,Male,,Oktibbeha,MS,28105,Oktibbeha,MS,28105,,Shot,"Shot a white man, a prominent attorney","Vicksburg Daily Commercial 3/21/1879, p. 1 (GenealogyBank.com)
Vicksburg Daily Commercial 4/29/1879, p. 1 (GenealogyBank.com)
Macon (GA) Telegraph and Messenger 4/30/1879, p. 1 (GenealogyBank.com)
New Orleans (LA) Times Picayune 4/30/1879, p. 1 (GenealogyBank.com)
Baltimore (MD) Sun 4/30/1879, p. 1 (Supplement)
Hornellsville (NY) Tribune 5/9/1879, p. 4 (NewspaperArchive.com)",,18790300,MS18790300,1,01,MS1879030001
Lynching,1879,5,3,Johnson Spencer,,,,Black,Male,,Oktibbeha,MS,28105,Oktibbeha,MS,28105,White and black,Hanged,Barn burning,"Macon (GA) Telegraph and Messenger 4/30/1879, p. 1
Vicksburg Daily Commercial 5/1/1879, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 5/6/1879, p. 1 (GenealogyBank.com)
Wheeling (WV) Register 5/6/1879, p. 1 (GenealogyBank.com)
New York (NY) Herald 5/6/1879, p. 9 (GenealogyBank.com)
Columbus (GA) Daily Enquirer 5/8/1879, p. 1 (Columbus Historic Newspaper)
Bolivar (TN) Bulletin 5/15/1879, p. 1 (ChroniclingAmerica.loc.gov)",,18790503,MS18790503,1,01,MS1879050301
Lynching,1879,5,3,Nelvin Porter,Nevelin/Nevlin/Nevlyn Porter,Nowlin Porter,Neolin Porter,Black,Male,,Oktibbeha,MS,28105,Oktibbeha,MS,28105,Black and white,Hanged,Barn burning,"Macon (GA) Telegraph and Messenger 4/30/1879, p. 1
Vicksburg Daily Commercial 5/1/1879, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 5/6/1879, p. 1 (GenealogyBank.com)
Wheeling (WV) Register 5/6/1879, p. 1 (GenealogyBank.com)
New York (NY) Herald 5/6/1879, p. 9 (GenealogyBank.com)
Columbus (GA) Daily Enquirer 5/8/1879, p. 1 (Columbus Historic Newspaper)
Bolivar (TN) Bulletin 5/15/1879, p. 1 (ChroniclingAmerica.loc.gov)",,18790503,MS18790503,2,02,MS1879050302
Lynching,1879,10,2,Charles Brown,,,,Black,Male,,Wilkinson,MS,28157,Wilkinson,MS,28157,,Hanged,Attempted criminal assault on a married white woman,"New Orleans (LA) Times-Picayune 10/3/1879, p. 2 (GenealogyBank.com)
Rockford (IL) Daily Gazette 10/7/1879, p. 1 (GenealogyBank.com)
Cincinnati (OH) Commercial Tribune 10/8/1879, p. 1 (GenealogyBank.com)",,18791002,MS18791002,1,01,MS1879100201
Lynching,1879,11,2,E. F. H. Johnson,F. H. Johnson,,,White,Male,,Sumner,MS,281315,Sumner,MS,281315,,Riddled with bullets,Unreported,"Williamsport (PA) Gazette Bulletin 11/4/1879 p. 1 (Ancestry.com)
Vicksburg Daily Commercial 11/6/1879, p. 1 (GenealogyBank.com)",,18791102,MS18791102,1,01,MS1879110201
Lynching,1879,11,16,John Graham,,,,Black,Male,,Jefferson,MS,28063,Jefferson,MS,28063,,Hanged,Killing a white man,"Vicksburg Daily Commercial 11/25/1879, p. 3 (GenealogyBank.com)",,18791116,MS18791116,1,01,MS1879111601
Lynching,1880,7,10,Tom Koney,Tom Konkey,,,White,Male,,Tunica,MS,28143,Tunica,MS,28143,Masked,Throats cut,Murder of a white man,"Boston (MA) Journal 7/14/1880, p. 3 (GenealogyBank.com)
Syracuse (NY) Standard 7/15/1880, p. 1 (NewspaperArchive.com)
Wheeling (WV) Register 7/15/1880, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 7/15/1880, p. 1 (GenealogyBank.com)
Macon (GA) Weekly Telegraph 7/16/1880, p. 4 (GenealogyBank.com)",,18800710,MS18800710,1,01,MS1880071001
Lynching,1880,7,10,Prentiss Nelms,Prentiss Nelons,,,White,Male,,Tunica,MS,28143,Tunica,MS,28143,Masked,Throats cut,Murder of a white man,"Boston (MA) Journal 7/14/1880, p. 3 (GenealogyBank.com)
Syracuse (NY) Standard 7/15/1880, p. 1 (NewspaperArchive.com)
Wheeling (WV) Register 7/15/1880, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 7/15/1880, p. 1 (GenealogyBank.com)
Macon (GA) Weekly Telegraph 7/16/1880, p. 4 (GenealogyBank.com)",,18800710,MS18800710,2,02,MS1880071002
Lynching,1880,12,19,Granville Harrell,Granville Harrel,,,Black,Male,,Hinds,MS,28049,Hinds,MS,28049,Masked,Hanged,Murder of a white man,"New Orleans (LA) Times-Picayune 12/21/1880, p. 1 (GenealogyBank.com)
Biloxi Daily Commercial 12/23/1880, p. 1 (GenealogyBank.com)
Cincinnati (OH) Commercial Tribune 12/30/1880, p. 6 (GenealogyBank.com)",,18801219,MS18801219,1,01,MS1880121901
Lynching,1880,12,20,Alvin McKanna,� Miller,,,White,Male,,Monroe,MS,28095,Monroe,MS,28095,,Burned,Murdering and robbing a white family,"Cincinnati (OH) Daily Gazette 12/21/1880, p. 4 (GenealogyBank.com)
Macon (GA) Weekly Telegraph 12/22/1880, p. 1 (GenealogyBank.com)
Vicksburg Daily Commercial 12/27/1880, p. 1 (GenealogyBank.com)",,18801220,MS18801220,1,01,MS1880122001
Lynching,1881,3,12,Edward Turner,Ed. Turner,,,Black,Male,,Harrison,MS,28047,Harrison,MS,28047,Masked,Hanged,Assaulting a married white woman,"Cincinnati (OH) Commercial Tribune 3/14/1881, p. 1 (GenealogyBank.com)
Philadelphia (PA) Inquirer 3/14/1881, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 3/14/1881, p. 1 (GenealogyBank.com)",,18810312,MS18810312,1,01,MS1881031201
Lynching,1881,7,25,Isiah Fisher,Isaac Fisher,,,Black,Male,,Yazoo,MS,28163,Yazoo,MS,28163,White and black,Hanged,Criminal assault and murder of a white girl,"San Francisco (CA) Bulletin 7/25/1881, p. 4 (GenealogyBank.com)
Macon (GA) Telegraph 7/27/1881, p. 1 (GenealogyBank.com)
Vicksburg Daily Commercial 7/27/1881, p. 1 (GenealogyBank.com)
Galveston (TX) Weekly News 7/28/1881, p. 6 (GenealogyBank.com)
Rockford (IL) Journal 7/30/1881, p. 2 (GenealogyBank.com)",,18810725,MS18810725,1,01,MS1881072501
Lynching,1881,8,15,Charles Stewart,,,,Black,Male,,Hancock,MS,28045,Hancock,MS,28045,Black,Hanged,Murder of his wife,"New Orleans (LA) Times Picayune 8/16/1881, p. 1 (GenealogyBank.com)
Kalamazoo (MI) Gazette 8/18/1881, p. 4 (GenealogyBank.com)
Marion (OH) Daily Star 8/19/1881, p. 1 (Ancestry.com)
Baton Rouge (LA) Trei-Weekly Louisiana Capitolian 8/27/1881,p. 7 (ChroniclingAmerica.loc.gov)",,18810815,MS18810815,1,01,MS1881081501
Lynching,1881,9,9,J. W. Fuller Waters,J. W. Fullerwaters,J. W. Fullwater,J. W. Gillenwater,White,Male,,Tate,MS,28137,Tate,MS,28137,Masked,Shot,Murder of a white man,"Atlanta (GA) Constitution, 9/11/1881, p. 7 (NewspaperArchive.com; Ancestry.com)
Macon (GA) Telegraph 9/13/1881, p. 1 (GenealogyBank.com)
Columbus (GA) Daily Enquirer 9/13/1881, p. 1 (GenealogyBank.com)
Galveston (TX) Weekly News 9/15/1881, p. 6 (GenealogyBank.com)
Tucson (AZ) Arizona Weekly Citizen 9/18/1881, p. 1 (ChroniclingAmerica.loc.gov)",,18810909,MS18810909,1,01,MS1881090901
Possible lynching,1881,10,0,Perry Thompson,,,,Black,Male,,Sharkey,MS,28125,Sharkey,MS,28125,,Shot,Being anti-Democrat; political reasons,"Sacramento (CA) Daily Record-Union 11/2/1881, p. 2 (ChroniclingAmerica.loc.gov)
New Ulm (MN) Weekly Review 11/9/1881, p. 2 (ChroniclingAmerica.loc.gov)
Kennebec (ME) Daily Kennebec Journal 11/10/1881, p. 2 (NewspaperArchive.com)",,18811000,MS18811000,1,01,MS1881100001
Lynching,1881,10,11,Elias Robertson,,,,Black,Male,19,Franklin,MS,28037,Franklin,MS,28037,White and black,Hanged,Outraging a 65 year-old married white woman,"Cincinnati (OH) Commercial Tribune 10/12/1881, p. 3 (GenealogyBank.com)
Indianapolis (IN) Sentinel 10/13/1881, p. 4 (GenealogyBank.com)
New Orleans (LA) times Picayune 10/14/1881, p. 2 (GenealogyBank.com)
Clarksville (TX) Standard 10/14/1881, p. 2 (GenealogyBank.com)",,18811011,MS18811011,1,01,MS1881101101
Lynching,1881,11,28,� Jordan,,,,Black,Male,,Leflore,MS,28083,Leflore,MS,28083,,Hanged,Murder of a white man,"Atlanta (GA) Constitution 11/30/1881, p. 10 (NewspaperArchive.com)
Macon (GA) Weekly Telegraph 12/1/1881, p. (GenealogyBank.com)
New York (NY) Herald 12/2/1881, p. 7 (GenealogyBank.com)
Concord (VT) Argus and Patriot 112/7/1881, p. 4 (GenealogyBank.com)
Richwood (OH) Gazette 12/8/1881, p. 1 (NewspaperArchive.com)",,18811128,MS18811128,1,01,MS1881112801
Lynching,1881,11,28,� Craig,,,,Black,Male,,Leflore,MS,28083,Leflore,MS,28083,,Hanged,Murder of a white man,"Atlanta (GA) Constitution 11/30/1881, p. 10 (NewspaperArchive.com)
Macon (GA) Weekly Telegraph 12/1/1881, p. (GenealogyBank.com)
New York (NY) Herald 12/2/1881, p. 7 (GenealogyBank.com)
Concord (VT) Argus and Patriot 112/7/1881, p. 4 (GenealogyBank.com)
Richwood (OH) Gazette 12/8/1881, p. 1 (NewspaperArchive.com)",,18811128,MS18811128,2,02,MS1881112802
Lynching,1882,6,12,George Beckett,George Beckitt,,,Black,Male,,Monroe,MS,28095,Monroe,MS,28095,,Hanged,Attempted outrage on a 7 year-old white girl,"Cincinnati (OH) Commercial Tribune 6/13/1882, p. 7 (GenealogyBank.com)
Cincinnati (OH) Daily Gazette 6/13/1882, p. 1 (GenealogyBank.com)
New York (NY) Herald 6/13/1882, p. 3 (GenealogyBank.com)
Tombstone (AZ) Epitaph Prospector 6/17/1882, p. 1 (GenealogyBank.com)",,18820612,MS18820612,1,01,MS1882061201
Lynching,1882,6,17,Morgan Hamilton,Unknown Negro Man,,,Black,Male,,Prentiss,MS,28117,Prentiss,MS,28117,,Shot,Murder of a 60 year-old unmarried white woman,"Cincinnati (OH) Commercial Tribune 6/13/1882, p. 6 (GenealogyBank.com)
Chicago (IL) Daily Inter Ocean 6/19/1882, p. 4 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 6/19/1882, p. 1
Macon (GA) Telegraph 6/20/1882, p. 1 (GenealogyBank.com)",,18820617,MS18820617,1,01,MS1882061701
Lynching,1882,6,21,Nathan Lucid,Nathan Lacid,Unknown Negro Man,,Black,Male,,Panola,MS,28107,Panola,MS,28107,,Hanged,Rape of a white woman; indecent assault,"New Orleans (LA) Times-Picayune 6/22/1882, p. 2
Macon (GA) Telegraph 6/22/1882, p. 1 (GenealogyBank.com)
Indianapolis (IN) Sentinel 6/22/1882, p. 1 (GenealogyBank.com)",,18820621,MS18820621,1,01,MS1882062101
Lynching,1882,11,9,Unnamed Negro,Unknown Negro Man,,,Black,Male,,Noxubee,MS,28103,Noxubee,MS,28103,,Hanged,Rape and murder of an unmarried white woman of �loose reputation�,"New Orleans (LA) Times-Picayune 11/14/1882, p. 1, 8
Fort Wayne (IN) Daily Gazette 11/14/1882, p. 2 (Ancestry.com)
New York (NY) Herald 11/14/1882, p. 10 (GenealogyBank.com)
Macon (GA) Telegraph 11/15/1882, p. 1 (GenealogyBank.com)",,18821109,MS18821109,1,01,MS1882110901
Lynching,1883,4,5,Alex Williams,Alexander Williams,,,Black,Male,,Warren,MS,28149,Warren,MS,28149,Black,Hanged,Outraging a black girl,"New Orleans (LA) Times-Democrat 4/5/1883, p. 1
Rockford (IL) Daily Register 4/6/1883, p. 2 (GenealogyBank.com)
Jackson (MI) Citizen 4/10/1883, p. 1 (GenealogyBank.com)
Stanford (KY) Semi-Weekly Interior Journal 4/10/1883, p. 2 (ChroniclingAmerica.loc.gov)
Jackson Weekly Clarion 4/11/1883, p. 1
Fort Wayne (IN) Weekly Sentinel 4/11/1883, p. 1 (Ancestry.com)",,18830405,MS18830405,1,01,MS1883040501
Lynching,1883,4,16,Tom Bailey,,,,Black,Male,,Franklin,MS,28037,Franklin,MS,28037,Probably black,,Outraging and murdering a young black girl,"Memphis (TN) Daily Appeal 4/17/1883, p. 2
Charleston (SC) News and Courier 4/17/1883, p. 1
New Orleans (LA) Times-Picayune 4/17/1883, p. 8 (GenealogyBank.com)
Columbus (GA) Daily Enquirer 4/17/1883, p. 1 (GenealogyBank.com)",,18830416,MS18830416,1,01,MS1883041601
Lynching,1883,5,1,Amos Bailey,,,,Black,Male,,Franklin,MS,28037,Franklin,MS,28037,,Hanged,"Murdering a white man, a prominent farmer","New Orleans (LA) Times-Picayune 5/2/1883, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 5/3/1883, p. 1
New Philadelphia (OH) Argus 5/10/1883, p. 2 (a.k.a. Ohio Democrat in Ancestry.com)
Galveston (TX) Weekly News 5/10/1883, p. 2 (GenealogyBank.com)",,18830501,MS18830501,1,01,MS1883050101
Lynching,1883,6,4,� Boden,Unnamed Negro,,,Black,Male,,Kemper,MS,28069,Kemper,MS,28069,,Riddled with bullets,Murder; assault and battery,"Louisville (KY) Courier Journal 6/8/1883, p. 2
New Orleans (LA) Times-Picayune 6/8/1883, p. 1 (GenealogyBank.com)
Augusta (ME) Daily Kennebec Journal 6/11/1883, p. 2 (Ancestry.com)
New York (NY) Herald 6/10/1883, p. 9 (GenealogyBank.com)",,18830604,MS18830604,1,01,MS1883060401
Lynching,1883,6,12,Aaron Harris,,,,Black,Male,,Clarke ,MS,28023,Lauderdale,MS,28075,Disguised,Hanged,"Murder of a white man, an Irish peddler","New Orleans (LA) Times-Picayune 6/14/1883, p. 1
New Orleans (LA) Times-Picayune 6/15/1883, p. 10
New Philadelphia (OH) Argus 6/21/1883, p. 2 (a.k.a. Ohio Democrat in Ancestry.com)
Stevens Point (WI) Daily Journal 6/23/1883, p. 2 (NewspaperArchive.com; Ancestry.com)",,18830612,MS18830612,1,01,MS1883061201
Lynching,1883,7,2,Martin Jones,,,,Black,Male,,Issaquena,MS,28055,Issaquena,MS,28055,,Hanged and riddled with bullets,Murder of a married white woman,"Atlanta (GA) Constitution 7/4/1883, p. 1 (Ancestry.com)
New Orleans (LA) Times-Picayune 7/4/1883, p. 1
Columbus (GA) Daily Enqurier-Sun 7/4/1883, p. 1 (Columbus Historic Newspapers)
New Philadelphia (OH) Argus 7/12/1883, p. 2 (a.k.a. Ohio Democrat in Ancestry.com)",,18830702,MS18830702,1,01,MS1883070201
Lynching,1883,8,1,D. W. Pressell,D. W. Powell,,,White,Male,65-75,Issaquena ,MS,28055,Issaquena ,MS,28055,,Hanged,"Outrage on a 9 year-old white girl, daughter of a prominent citizen","New Orleans (LA) Times-Picayune 8/2/1883, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 8/3/1883, p. 1 (GenealogyBank.com)
New York (NY) Herald 8/3/1883, p. 3 (GenealogyBank.com)
St. Louis (MO) Globe-Democrat 8/3/1883, p. 1 (e-bay clipping)",,18830801,MS18830801,1,01,MS1883080101
Lynching,1883,8,8,Unnamed Negro #2 of 3,,,,Black,Male,,Amite,MS,28005,Amite,MS,28005,,Hanged,Swindling railroad contractors,"New Orleans (LA) Times-Picayune 8/9/1883, p. 1 (GenealogyBank.com)
Decatur (IL) Daily Republican 8/9/1883, p. 2 (Ancestry.com)
Springfield (MA) Republican 8/11/1883, p. 8 (GenealogyBank.com)
Rockford (IL) Daily Gazette 8/11/1883, p. 2 (GenealogyBank.com)
Wellsboro (PA) Agitator 8/14/1883, p. 2 (Ancestry.com)
Little Rock (AR) Arkansas Mansion 8/18/1883, p. 2 (GenealogyBank.com)",,18830808,MS18830808,1,01,MS1883080801
Lynching,1883,8,8,Unnamed Negro #1 of 3,,,,Black,Male,,Amite,MS,28005,Amite,MS,28005,,Hanged,Swindling railroad contractors,"New Orleans (LA) Times-Picayune 8/9/1883, p. 1 (GenealogyBank.com)
Decatur (IL) Daily Republican 8/9/1883, p. 2 (Ancestry.com)
Springfield (MA) Republican 8/11/1883, p. 8 (GenealogyBank.com)
Rockford (IL) Daily Gazette 8/11/1883, p. 2 (GenealogyBank.com)
Wellsboro (PA) Agitator 8/14/1883, p. 2 (Ancestry.com)
Little Rock (AR) Arkansas Mansion 8/18/1883, p. 2 (GenealogyBank.com)",,18830808,MS18830808,2,02,MS1883080802
Lynching,1883,8,8,Unnamed Negro #3 of 3,,,,Black,Male,,Amite,MS,28005,Amite,MS,28005,,Hanged,Swindling railroad contractors,"New Orleans (LA) Times-Picayune 8/9/1883, p. 1 (GenealogyBank.com)
Decatur (IL) Daily Republican 8/9/1883, p. 2 (Ancestry.com)
Springfield (MA) Republican 8/11/1883, p. 8 (GenealogyBank.com)
Rockford (IL) Daily Gazette 8/11/1883, p. 2 (GenealogyBank.com)
Wellsboro (PA) Agitator 8/14/1883, p. 2 (Ancestry.com)
Little Rock (AR) Arkansas Mansion 8/18/1883, p. 2 (GenealogyBank.com)",,18830808,MS18830808,3,03,MS1883080803
Lynching,1883,8,12,Unnamed White #4 of 4,,,,White,Male,,Warren,MS,28149,Ouachita,LA,22073,,Hanged,Stealing mules and a horse,"Maysville (KY) Daily Evening Bulletin 8/14/1883, p. 1 (ChroniclingAmerica.loc.gov)
New York (NY) Herald 8/14/1883, p. 3 (GenealogyBank.com)
Atlanta (GA) Constitution 8/15/1883, p. 2 (Ancestry.com; ProQuest)
Waukesha (WI) Freeman 8/16/1883, p. 5 (NewspaperArchive.com)
Little Rock (AR) Arkansas Mansion 8/18/1883, p. 2 (GenealogyBank.com)
Atlanta (GA) Constitution 8/22/1883, p. 2 (Ancestry.com)
",,18830812,MS18830812,1,01,MS1883081201
Lynching,1883,8,12,Unnamed White #3 of 4,,,,White,Male,,Warren,MS,28149,Ouachita,LA,22073,,Hanged,Stealing mules and a horse,"Maysville (KY) Daily Evening Bulletin 8/14/1883, p. 1 (ChroniclingAmerica.loc.gov)
New York (NY) Herald 8/14/1883, p. 3 (GenealogyBank.com)
Atlanta (GA) Constitution 8/15/1883, p. 2 (Ancestry.com; ProQuest)
Waukesha (WI) Freeman 8/16/1883, p. 5 (NewspaperArchive.com)
Little Rock (AR) Arkansas Mansion 8/18/1883, p. 2 (GenealogyBank.com)
Atlanta (GA) Constitution 8/22/1883, p. 2 (Ancestry.com)
",,18830812,MS18830812,2,02,MS1883081202
Lynching,1883,8,12,Unnamed White #1 of 4 ,,,,White,Male,,Warren,MS,28149,Ouachita,LA,22073,,Hanged,Stealing mules and a horse,"Maysville (KY) Daily Evening Bulletin 8/14/1883, p. 1 (ChroniclingAmerica.loc.gov)
New York (NY) Herald 8/14/1883, p. 3 (GenealogyBank.com)
Atlanta (GA) Constitution 8/15/1883, p. 2 (Ancestry.com; ProQuest)
Waukesha (WI) Freeman 8/16/1883, p. 5 (NewspaperArchive.com)
Little Rock (AR) Arkansas Mansion 8/18/1883, p. 2 (GenealogyBank.com)
Atlanta (GA) Constitution 8/22/1883, p. 2 (Ancestry.com)
",,18830812,MS18830812,3,03,MS1883081203
Lynching,1883,8,12,Unnamed White #2 of 4,,,,White,Male,,Warren,MS,28149,Ouachita,LA,22073,,Hanged,Stealing mules and a horse,"Maysville (KY) Daily Evening Bulletin 8/14/1883, p. 1 (ChroniclingAmerica.loc.gov)
New York (NY) Herald 8/14/1883, p. 3 (GenealogyBank.com)
Atlanta (GA) Constitution 8/15/1883, p. 2 (Ancestry.com; ProQuest)
Waukesha (WI) Freeman 8/16/1883, p. 5 (NewspaperArchive.com)
Little Rock (AR) Arkansas Mansion 8/18/1883, p. 2 (GenealogyBank.com)
Atlanta (GA) Constitution 8/22/1883, p. 2 (Ancestry.com)
",,18830812,MS18830812,4,04,MS1883081204
Lynching,1883,8,14,Son of Thomas Sullivan,,,,White,Male,,Jefferson,MS,28063,Jefferson,MS,28063,,Unreported,Murder of a white man,"New Orleans (LA) Times-Picayune 8/9/1883, p. 1 (GenealogyBank.com)
Cincinnati (OH) Post 8/10/1883, p. 1 (GenealogyBank.com)
Kalamazoo (MI) Gazette 8/11/1883, p. 1 (GenealogyBank.com)
Maysville (KY) Daily Evening Bulletin 8/11/1883, p. 1 (ChroniclingAmerica.loc.gov)
New Philadelphia (OH) Democrat 8/16/1883, p. 2 (Ancestry.com)
Little Rock (AR) Arkansas Mansion 8/18/1883, p. 2 (GenealogyBank.com)
Stevens Point (WI) Journal 8/18/1883, p. 2 (Ancestry.com)",,18830814,MS18830814,1,01,MS1883081401
Lynching,1883,8,14,Thomas Sullivan,Tom Sullivan,,,White,Male,,Jefferson,MS,28063,Jefferson,MS,28063,,Unreported,Murder of a white man,"New Orleans (LA) Times-Picayune 8/9/1883, p. 1 (GenealogyBank.com)
Cincinnati (OH) Post 8/10/1883, p. 1 (GenealogyBank.com)
Kalamazoo (MI) Gazette 8/11/1883, p. 1 (GenealogyBank.com)
Maysville (KY) Daily Evening Bulletin 8/11/1883, p. 1 (ChroniclingAmerica.loc.gov)
New Philadelphia (OH) Democrat 8/16/1883, p. 2 (Ancestry.com)
Little Rock (AR) Arkansas Mansion 8/18/1883, p. 2 (GenealogyBank.com)
Stevens Point (WI) Journal 8/18/1883, p. 2 (Ancestry.com)",,18830814,MS18830814,2,02,MS1883081402
Lynching,1883,8,15,Joseph Payne,Joe Payne,,,Black,Male,,Yalobusha ,MS,28161,Yalobusha ,MS,28161,,Hanged,"Murder of a young white man, a merchant","New Orleans (LA) Times-Picayune 8/17/1883, p. 8
St. Louis (MO) Globe-Democrat 8/17/1883, p. 1 (e-bay clipping)
New Orleans (LA) Times-Picayune 8/19/1883, p. 1 (GenealogyBank.com)
Atlanta (GA) Weekly Constitution 8/21/1883, p. 5 (Atlanta Historic Newspapers)
",,18830815,MS18830815,1,01,MS1883081501
Lynching,1883,9,4,George Gaddis,,,,Black,Male,,Hinds,MS,28049,Hinds,MS,28049,,Riddled with bullets,Grave robbery,"New Orleans (LA) Times-Picayune 9/5/1883, p. 1
Atlanta (GA) Constitution 9/5/1883, p. 1 (NewspaperArchive.com)
New Philadelphia (OH) Argus 9/13/1883, p. 2 (a.k.a. Ohio Democrat in Ancestry.com)",,18830904,MS18830904,1,01,MS1883090401
Lynching,1883,9,4,James King,James Kine,,,Black,Male,,Hinds,MS,28049,Hinds,MS,28049,,Hanged,Grave robbery,"New Orleans (LA) Times-Picayune 9/5/1883, p. 1
Atlanta (GA) Constitution 9/5/1883, p. 1 (NewspaperArchive.com)
New Philadelphia (OH) Argus 9/13/1883, p. 2 (a.k.a. Ohio Democrat in Ancestry.com)",,18830904,MS18830904,2,02,MS1883090402
Lynching,1883,12,19,Albert Thomas,Unnamed Negro,,,Black,Male,,Hinds,MS,28049,Hinds,MS,28049,,Hanged,"Raping a young white girl, daughter of a prominent citizen","Macon (GA) Telegraph 12/11/1883, p. 1 (GenealogyBank.com)
New Orleans (LA) Times-Picayune 12/20/1883, p. 1",,18831219,MS18831219,1,01,MS1883121901
Lynching,1883,12,20,� Howard,,,,Black,Male,,Issaquena ,MS,28055,Issaquena ,MS,28055,Black,Unreported,Murder of a white man,"New Orleans (LA) Times-Picayune 12/21/1883, p. 9 (GenealogyBank.com)
Columbus (GA) Daily Enquirer-Sun 12/22/1883, p. 1 (Columbus Historic Newspapers)
Springfield (MA) Republican 12/22/1883, p. 5 (GenealogyBank.com)
Macon (GA) Telegraph 12/22/1883, p. 1 (GenealogyBank.com)
Athens (GA) Banner-Watchman 12/25/1883, p. 2 (Athens Historic Newspapers)",,18831220,MS18831220,1,01,MS1883122001
Lynching,1883,12,29,Robert Swayze,Robert Swaysone,Robert Swayzee,,Black,Male,,Yazoo,MS,28163,Yazoo,MS,28163,,Hanged,Murdering three white men,"New Orleans (LA) Times-Picayune 12/30/1883, p. 3
New York (NY) Times 12/31/1883, p. 1 (Ancestry.com)
Columbus (GA) Daily Enquirer-Sun 1/1/1884, p. 1 (Columbus Historic Newspapers)",,18831229,MS18831229,1,01,MS1883122901
Lynching,1883,12,29,W. H. Foote,,,,Black,Male,,Yazoo,MS,28163,Yazoo,MS,28163,,Shot,Murdering three white men,"New Orleans (LA) Times-Picayune 12/30/1883, p. 3
New York (NY) Times 12/31/1883, p. 1 (Ancestry.com)
Columbus (GA) Daily Enquirer-Sun 1/1/1884, p. 1 (Columbus Historic Newspapers)",,18831229,MS18831229,2,02,MS1883122902
